Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,Views,UpVotes,DownVotes,Age,ProfileImageUrl,ImageName
39,2291,16-08-2010 06:16,TrickyNixon,08-09-2014 14:23,,"Washington, DC",946,395,44,41.0,,
40,1167,15-09-2010 20:09,Oren,11-12-2013 09:37,http://cgpsoftware.thepalls.com,,126,388,40,,,
41,1,29-08-2010 14:32,JoFrhwld,12-02-2012 14:53,,,0,0,0,,,
42,1,16-09-2010 03:47,z5h,24-09-2013 22:20,http://blue-feet.com,"Melboure, Australia",0,0,0,46.0,,
43,883,22-08-2010 04:07,user873,19-07-2010 06:55,,,0,60,100,,,
44,1,05-08-2010 21:46,yura,16-09-2010 21:23,http://twitter.com/calanya,,0,115,0,37.0,,
45,1,26-09-2010 16:26,Kiran Kuppa,03-09-2014 13:54,http://www.geek2nerd.blogspot.com/,,0,0,55,19.0,,
46,5108,29-07-2010 02:21,Jyotirmoy Bhattacharya,14-07-2014 16:14,,"Ann Arbor, MI",887,762,63,34.0,,
47,1,10-08-2010 04:33,Reed Copsey,24-06-2014 19:24,https://github.com/spearson,,0,0,0,,,
48,1,15-08-2010 16:33,Richard Gadsden,08-12-2012 06:51,,,0,0,0,21.0,,
49,2157,07-08-2010 16:14,Kiran Kuppa,08-06-2012 12:15,http://namelessinteractive.com,,147,111,0,,,
50,7752,04-08-2010 12:57,Cyrus,17-12-2010 18:44,http://www.columbia.edu/~cds81,"Cambridge, UK",1906,921,63,28.0,,
51,1,21-07-2010 12:09,Sami,30-03-2014 07:12,http://mathinthewild.wordpress.com,"New York, NY",156,37,0,25.0,,
52,1,31-08-2010 00:32,Anjan,27-08-2010 09:42,http://samsaffron.com,"Seattle, WA",0,0,0,,,
53,8217,26-07-2010 20:59,Ian Turner,14-05-2014 12:32,,Romania,1568,0,38,,,
54,1,13-08-2010 08:25,OJ.,30-03-2013 01:11,,"New York, NY",0,0,0,,,
55,8899,27-07-2010 19:48,Matti Pastell,22-06-2014 14:06,http://code.deepinspace.net,,1246,1490,42,,,
56,6263,07-08-2010 05:59,bigown,09-09-2014 13:23,http://www.columbia.edu/~cds81,"Vienna, Austria",1552,1072,54,27.0,,
57,3646,03-09-2010 16:15,ansate,14-12-2013 15:36,http://dirk.eddelbuettel.com,"Paris, France",557,201,63,,,
58,1,22-07-2010 14:55,Daniel C. Sobral,06-08-2014 03:46,http://careers.stackoverflow.com/dfullerton,Denmark,210,470,71,36.0,,
59,4643,21-07-2010 21:38,Bunnenberg,25-10-2013 11:14,http://joelwatts.com/,"Sao Paulo, Brazil",1093,1134,29,41.0,,
60,5772,10-08-2010 05:40,Andreas,06-02-2013 08:16,http://www.gamersgate.com/DD-FTG/for-the-glory-a-europa-universalis-game,,1068,230,9,,,
61,3399,04-08-2010 18:04,glassy,31-10-2012 21:42,http://spbtc.ru,Michigan,893,828,0,30.0,,
62,1,03-08-2010 19:39,user369,10-09-2014 17:06,,Australia,124,0,0,37.0,,
63,1656,26-09-2010 16:26,bshor,02-08-2010 21:40,http://www.jessicacooke.ie,Finland,507,895,69,41.0,,
64,10040,02-09-2010 23:52,Programmer,16-01-2012 22:44,http://www.darenscotwilson.com,"Omaha, NE",1644,1150,0,38.0,,
65,1,03-09-2010 07:00,Vebjorn Ljosa,05-03-2014 03:06,,United States,0,0,0,,,
66,1,27-07-2010 02:37,jebyrnes,26-07-2010 12:42,,Austria,0,0,0,38.0,,
67,9429,27-07-2010 02:56,dimatura,19-08-2014 14:03,http://www.twitter.com/neilkod,,2103,1248,26,,,
68,2229,27-07-2010 03:05,Svisstack,20-09-2011 12:41,,,101,0,0,31.0,,
69,1,03-09-2010 00:31,Kamixave,24-08-2011 23:18,,,0,436,0,34.0,,
70,1,26-07-2010 22:38,jpwatts,28-02-2014 15:05,http://www.samgledhill.com,Romania,0,0,0,36.0,,
71,2206,20-07-2010 00:45,fahadsadah,19-07-2010 06:55,,,546,564,7,,,
72,1,27-07-2010 02:46,athena,06-01-2011 07:43,http://www.xmmedia.net,"Phoenix, AZ",0,0,39,36.0,,
73,7787,20-08-2010 17:05,Mark,19-07-2010 06:55,,United States,960,1531,39,,,
74,5269,28-08-2010 21:48,Programmer,24-03-2014 11:30,http://www.columbia.edu/~cds81,,1137,0,0,34.0,,
75,1,25-08-2010 20:48,D W,03-12-2010 18:25,http://www.tellesfera.com/,"Healdsburg, CA",0,0,0,31.0,,
76,1,16-09-2010 15:43,Hbar,17-01-2013 01:12,http://eternalephemeron.blogspot.com/,"Košice, Slovakia",0,0,12,40.0,,
77,1,25-08-2010 22:34,Martin McNulty,02-03-2014 05:21,,"Chicago, IL",0,0,36,31.0,,
78,1410,04-08-2010 07:01,TM.,12-04-2014 17:04,http://www.octris.org/,Netherlands,608,755,81,33.0,,
79,1,27-07-2010 01:46,momobo,17-12-2010 18:44,,,0,0,0,,,
80,8824,19-07-2010 19:53,Jeff Swensen,20-08-2014 07:39,http://no.steenking.blog.here/,Germany,1356,1190,86,,,
81,964,19-07-2010 20:16,Karol Piczak,03-09-2014 11:02,http://plus.wilka.co.uk,Italy,750,907,70,27.0,,
82,1,27-08-2010 06:41,Cyrus,17-12-2010 18:44,,Germany,0,0,0,,,
83,8497,12-08-2010 22:15,blizpasta,08-09-2014 18:12,,"Dresden, Germany",1198,1987,237,,,
84,1,20-07-2010 09:18,harald,13-08-2010 14:41,http://www.linkedin.com/in/yurkor,Finland,94,329,102,39.0,,
85,1,01-09-2010 21:01,Simon Byrne,20-09-2011 12:41,http://www.rubicite.com,"Manchester, United Kingdom",0,0,0,34.0,,
86,5048,18-09-2010 10:55,altCognito,29-08-2011 15:57,http://ruivieira.org,,1059,1303,115,,,
87,3771,17-08-2010 06:31,Kevin,20-10-2013 13:06,http://www.su3analytics.com,United States,676,794,55,,,
88,3992,02-09-2010 08:42,rsman,12-09-2010 14:15,,Canada,153,0,0,43.0,,
89,4849,21-07-2010 10:25,Ｊ. Ｍ.,12-08-2010 09:45,,California,442,344,0,29.0,,
90,2061,01-08-2010 13:19,Ramnath,20-07-2010 11:51,,"Philadelphia, PA",411,0,0,38.0,,
91,4708,26-08-2010 07:43,jeffm,10-09-2010 19:14,http://liveatthewitchtrials.blogspot.,"Sydney, Australia",691,541,48,36.0,,
92,5734,04-08-2010 16:06,Cornelius,06-05-2014 12:37,http://nkls.schmckr.de,"Denver, CO",852,0,0,29.0,,
93,1,10-08-2010 22:28,Alnitak,02-11-2011 19:23,,"Warsaw, Poland",0,0,0,,,
94,1,19-07-2010 19:05,Thierry-Dimitri Roy,23-08-2010 18:54,http://abstractlabor.blogspot.com,"San Francisco, CA",0,0,0,40.0,,
95,1215,20-07-2010 04:40,sabunime,11-12-2011 07:28,http://www.columbia.edu/~cds81,"Vienna, Austria",164,144,0,33.0,,
96,4973,27-07-2010 13:17,Eric Johnson,19-08-2014 21:13,http://www.statalgo.com,"Anacortes, WA",1142,671,28,37.0,,
97,1,25-07-2010 15:46,Paperjam,31-07-2014 14:56,http://bweaver.net,,0,0,0,28.0,,
98,1121,18-09-2010 01:58,zaxtax,18-04-2013 03:23,http://www.tellesfera.com/,"Cambridge, United Kingdom",740,553,0,,,
99,1,27-08-2010 19:17,Eric Petroelje,09-09-2014 21:15,http://www.trailhunger.com,"Washington, DC",0,227,0,29.0,,
100,2323,23-07-2010 01:54,Daniel Vassallo,09-04-2014 21:24,http://www.ccc.uga.edu,Singapore,550,684,34,,,
101,1,07-08-2010 11:41,James Skidmore,04-06-2013 19:18,http://filevine.com,"Healdsburg, CA",109,0,0,37.0,,
102,1653,19-07-2010 19:11,Mehper C. Palavuzlar,06-09-2013 12:09,http://keturn.net/,United States,146,0,0,,,
103,1,19-07-2010 23:45,jeff7,12-07-2013 19:52,,,0,0,14,,,
104,6390,03-08-2010 10:55,IanR,07-08-2010 01:30,http://nkls.schmckr.de,"New York, NY",1153,986,99,45.0,,
105,5339,05-08-2010 10:03,Cyrus,17-12-2010 18:44,http://www.rondevera.com,,914,590,43,,,
106,5541,16-09-2010 01:30,Joel Spolsky,17-11-2011 08:12,http://viksit.com,"Washington, DC",1217,1722,199,35.0,,
107,1,23-08-2010 23:22,Isaac Hodes,18-08-2014 05:55,http://tormodboe.wordpress.com/,"UCL, United Kingdom",0,0,0,,,
108,2223,08-09-2010 19:22,Matt Mizumi,10-09-2014 15:58,,"San Francisco, CA",0,0,0,,,
109,381,27-07-2010 04:51,Elaine Kuo,08-12-2012 06:51,,,0,0,4,,,
110,2531,19-09-2010 19:51,Christian Witts,27-08-2011 17:36,,,626,334,1,,,
111,900,19-07-2010 22:45,Cyrus,17-12-2010 18:44,,,137,0,0,,,
112,2105,27-07-2010 17:10,awshepard,01-08-2014 18:13,http://networthify.com,"Berlin, Germany",831,463,49,,,
113,8941,16-09-2010 07:13,Adrian Petrescu,19-07-2010 19:21,http://www.columbia.edu/~cds81,Canada,1990,1422,224,,,
114,1,22-07-2010 04:38,ronaf,08-09-2014 12:23,http://www.columbia.edu/~cds81,"Healdsburg, CA",0,0,0,38.0,,
115,996,04-09-2010 06:19,darrenjw,04-11-2011 15:17,http://twitter.com/malross,India,165,0,0,27.0,,
116,162,29-07-2010 20:51,sandesh247,19-01-2013 18:38,,,0,463,33,,,
117,5145,07-08-2010 08:40,Mehper C. Palavuzlar,07-08-2014 17:21,http://www.bioss.ac.uk/students/alexm.html,"Cologne, Germany",1478,956,32,30.0,,
118,7692,19-07-2010 20:20,Christopher Schmidt,16-09-2010 22:19,,Australia,1441,1183,107,,,
119,1,09-08-2010 21:48,Patrick McElhaney,29-08-2014 15:46,,,0,0,0,,,
120,3758,27-07-2010 01:23,Crispy,13-09-2014 16:01,http://www.jeddaniels.com,,893,741,22,,,
121,3473,04-08-2010 20:59,ekollar,22-08-2013 13:41,http://www.example.com,"San Jose, CA",288,0,0,,,
122,1648,16-09-2010 13:03,Manuel Ramón,18-08-2014 05:55,http://oldnick.typepad.com/msblog/,"Orem, UT",0,0,7,43.0,,
123,15637,03-09-2010 02:28,Mark L,13-09-2014 16:17,http://www.columbia.edu/~cds81,China,2423,1791,176,22.0,,
124,1,06-08-2010 07:08,mga,03-09-2010 02:48,http://www.cherevko.net,"Pittsburgh, PA",0,0,18,32.0,,
125,2659,29-07-2010 10:36,Cyrus,17-12-2010 18:44,http://www.r-statistics.com,"Halifax, Canada",167,294,0,41.0,,
126,1387,09-08-2010 11:14,General Turgidson,05-11-2013 19:35,,,0,357,15,,,
127,2898,27-07-2010 07:11,Cyrus,17-12-2010 18:44,http://www.gotgenes.com/,"Sydney, Australia",805,872,0,36.0,,
128,1476,19-07-2010 20:20,tim_yates,12-09-2014 14:06,http://about.me/nassani,California,0,214,3,37.0,,
129,1990,20-07-2010 09:22,Zhenya,27-07-2010 00:15,,"Redmond, WA",474,0,0,,,
130,4302,09-08-2010 21:48,Stephen Jennings,29-08-2014 00:40,,"Melbourne, Australia",997,1072,48,,,
131,1,10-08-2010 08:19,Graviton,21-05-2014 16:11,,"London, United Kingdom",0,128,0,36.0,,
132,1,19-07-2010 21:34,brotchie,15-07-2013 16:07,http://faculty.washington.edu/mrich,Hellas,0,0,0,28.0,,
133,1,18-09-2010 01:58,Sean,27-09-2010 19:17,http://www.accioly-biz.com,"Boston, MA",0,0,0,43.0,,
134,3741,09-08-2010 22:14,mkolar,02-12-2012 18:53,http://in.linkedin.com/in/vikaskanani,United States,383,824,67,38.0,,
135,2123,26-08-2010 07:43,robert,13-09-2014 19:38,,Czech Republic,727,0,0,25.0,,
136,1,08-09-2010 11:33,phv3773,27-03-2012 02:26,,,0,0,0,,,
137,1,30-08-2010 23:36,pmgjones,22-04-2013 12:48,http://www.wolfsheadsoftware.co.uk,"Vienna, Austria",0,0,0,43.0,,
138,1,18-09-2010 19:53,dank,10-09-2010 05:00,,,0,0,0,,,
139,2559,04-08-2010 16:51,jitendra,24-08-2010 19:07,http://stackoverflow.com/,"Indore, India",170,0,40,28.0,,
140,1,26-09-2010 16:26,warren,11-11-2012 23:43,https://github.com/spearson,"Menlo Park, CA",0,0,0,,,
141,4913,24-07-2010 17:44,Khader Shameer,28-07-2010 01:04,,,843,636,23,,,
142,1,20-07-2010 15:52,paul,10-09-2014 00:03,http://www.columbia.edu/~cds81,India,48,0,0,34.0,,
143,1,19-07-2010 23:12,Programmer,26-08-2010 19:28,http://www.columbia.edu/~cds81,"Wenatchee, WA",0,0,0,,,
144,4357,20-07-2010 18:22,Matthew Read,26-05-2011 18:05,,Sweden,978,0,52,34.0,,
145,1,26-07-2010 21:47,Mark,19-07-2010 06:55,http://www.dota2.it,"Newcastle Upon Tyne, United Kingdom",0,0,0,38.0,,
146,1,29-07-2010 12:44,shuttle87,02-04-2012 02:46,http://longair.net/mark/,"Healdsburg, CA",0,0,8,33.0,,
147,1,21-07-2010 10:33,mga,09-08-2014 17:13,,United States,0,0,0,39.0,,
148,2110,14-09-2010 17:30,Kevin,16-09-2010 07:27,http://www.xmmedia.net,"Denver, CO",413,325,0,,,
149,1,20-07-2010 13:42,Andrej,07-08-2012 19:26,http://www.tc.umn.edu/~vande642,"Melbourne, Australia",0,0,0,33.0,,
150,1550,16-09-2010 13:03,Vicente Cartas,08-09-2014 21:15,http://www.aliquote.org,"San Marcos, TX",0,0,0,39.0,,
151,1,03-09-2010 12:06,imoatama,17-02-2013 15:00,http://pyramid.cluenet.org/~fahad,,0,0,0,,,
152,9333,16-09-2010 13:03,Jonathan James,24-03-2014 11:30,,"San Diego, CA",1994,1654,168,30.0,,
153,1,26-09-2010 16:26,mare,10-09-2010 15:05,http://www.jessicacooke.ie,"Pittsburgh, PA",0,0,0,,,
154,1468,03-09-2010 07:00,Patrick,26-12-2013 12:16,http://singmann.org,"Melboure, Australia",170,1,0,25.0,,
155,4898,19-08-2010 06:26,dank,18-07-2014 04:07,,,980,1053,58,,,
156,1,20-07-2010 16:08,Jin,10-09-2014 21:14,http://Donthaveone!,,0,0,0,,,
157,6373,23-07-2010 01:54,Craig,04-08-2014 22:14,http://www.octris.org/,"Madison, WI",369,151,69,44.0,,
158,1,27-07-2010 17:15,nimrodm,22-10-2012 11:05,http://matt.mchenryfamily.org,"Boise, ID",242,0,13,,,
159,1034,19-07-2010 19:11,madereal,20-04-2014 19:45,http://www.milanvasic.com,"New York, NY",0,495,34,,,
160,1,04-08-2010 20:11,Cyrus,17-12-2010 18:44,http://www.bioinformatics.babraham.ac.uk,"Rome, GA",0,65,25,,,
161,1,02-09-2010 23:52,Alan H.,27-07-2010 12:48,http://twitter.com/esabine,Finland,0,0,0,34.0,,
162,1319,03-09-2010 13:06,SteveH,15-05-2014 01:48,http://www.mines-paristech.fr/Services/Annuaire/&?id=8828,"Dublin, Ireland",0,0,7,29.0,,
163,4837,19-07-2010 19:16,user1331,06-04-2014 10:40,http://www.statisticalanalysisconsulting.com/,"Melbourne, Australia",1017,1532,125,45.0,,
164,1013,26-07-2010 21:19,Cyrus,17-12-2010 18:44,,,303,0,0,,,
165,176,21-09-2010 09:18,Mike Polen,21-08-2014 16:05,http://biomath.ugent.be/biomath/index.php,,338,23,0,48.0,,
166,3557,19-07-2010 19:24,Baltimark,19-07-2010 19:21,,United Kingdom,452,157,0,,,
167,963,31-07-2010 15:29,Nick Haslam,17-07-2014 00:14,,California,491,227,75,,,
168,1,25-08-2010 14:11,FloE,26-08-2011 21:57,,"Alexandria, VA",0,0,0,,,
169,6390,13-08-2010 18:20,DrFalk3n,22-10-2012 11:05,http://keypay.com.au,"Mountain View, CA",1397,951,78,39.0,,
170,6832,14-09-2010 00:12,Jonathan Fischoff,30-08-2012 17:31,http://www.columbia.edu/~cds81,"Healdsburg, CA",1273,703,163,39.0,,
171,1,17-09-2010 16:31,gotgenes,29-07-2010 11:56,http://nsaunders.wordpress.com,Chile,0,0,0,36.0,,
172,6144,19-07-2010 19:11,ilya,14-09-2014 02:53,,,774,762,19,,,
173,1,19-07-2010 23:03,dassouki,08-07-2014 18:57,,"Melbourne, Australia",291,97,21,34.0,,
174,9544,20-09-2010 01:56,Statisfactions,12-09-2014 21:00,http://area51.stackexchange.com/proposals/23539/stack-overflow-in-portuguese?referrer=hKR2wDt1aL_Y236h5e0UuA2,"New York, NY",1410,1763,59,,,
175,2246,04-09-2010 06:19,slashnick,27-08-2014 20:06,,,318,772,77,,,
176,1,19-07-2010 19:11,leora,25-08-2014 08:58,,United States,0,0,0,41.0,,
177,1213,20-07-2010 01:16,Aniko,10-09-2014 15:45,http://mvaz.net,,411,498,0,26.0,,
178,1,19-07-2010 19:29,James Roth,01-08-2014 16:46,http://gplus.to/dlras2/about,"Madrid, Spain",0,0,0,34.0,,
179,2012,19-07-2010 19:03,ThomasGHenry,02-05-2011 14:09,http://www.google.ca,"Belgrade, Serbia",175,737,108,35.0,,
180,3228,10-09-2010 01:26,Mark M. Fredrickson,03-07-2014 12:35,,,332,1081,21,,,
181,1,26-07-2010 21:36,MarkSAlen,20-08-2011 22:25,http://faculty.washington.edu/mrich,"Boston, MA",0,0,0,,,
182,1750,26-08-2010 17:39,jdk,23-07-2014 02:31,http://stackoverflow.com,"Seattle, WA",427,778,62,34.0,,
183,1188,27-07-2010 11:28,Mojo,16-11-2012 17:32,http://crypticvaibhav.wordpress.com,,184,0,0,,,
184,335,26-09-2010 16:26,Cyrus,17-12-2010 18:44,http://www.mckuhn.de,Australia,362,0,0,31.0,,
185,3334,19-07-2010 19:11,Mark,19-07-2010 06:55,http://www.embeddedrelated.com/blogs-1/nf/Jason_Sachs.php,"Bergen, Norway",844,1068,99,32.0,,
186,6873,20-09-2010 01:56,Waleed Al-Balooshi,20-08-2011 22:25,http://eshioji.co.uk,"Philadelphia, PA",1078,630,55,34.0,,
187,4354,26-09-2010 16:26,esm,10-09-2014 07:02,http://www.columbia.edu/~cds81,"Houston, TX",974,56,0,,,
188,1,19-07-2010 19:11,Wilduck,05-08-2010 01:08,,"Houston, TX",0,0,39,,,
189,1,20-07-2010 04:40,user1410,20-08-2014 20:40,,"London, United Kingdom",0,0,0,,,
190,1,19-07-2010 19:06,Kiran Kuppa,24-03-2014 11:30,http://sepehr.ws/,"Sydney, Australia",222,0,0,35.0,,
191,1,27-07-2010 22:00,blizpasta,27-08-2014 05:06,http://aholzner.wordpress.com,"Paris, France",0,0,0,38.0,,
192,1,19-07-2010 19:52,Meidan Alon,04-09-2010 04:50,,,317,0,11,,,
193,7561,20-07-2010 06:56,Wikis,11-02-2014 10:09,http://twitter.com/evoroth,"Bangalore, India",826,324,53,32.0,,
194,1,08-09-2010 23:54,McBeth,09-02-2012 14:07,,,0,0,0,,,
195,1,23-08-2010 00:08,Nate Noonen,07-01-2011 20:30,http://stackoverflow.com,,0,0,0,,,
196,4644,26-07-2010 19:43,A Lion,21-12-2013 00:01,http://circleci.com,"Healdsburg, CA",905,517,79,28.0,,
197,1,09-08-2010 00:50,ivansml,18-10-2011 03:12,,United Kingdom,0,0,0,,,
198,1,26-07-2010 19:43,Dimitry L,06-05-2013 00:20,,United States,0,0,0,,,
199,1,20-09-2010 16:46,Darko Z,24-09-2010 12:15,,,169,301,61,,,
