Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,Views,UpVotes,DownVotes,Age,ProfileImageUrl,ImageName
72,800,19-07-2010 19:24,deinst,10-07-2014 13:05,NULL,NULL,77,58,0,NULL,NULL,NULL
74,2316,19-07-2010 19:25,Neil McGuigan,04-09-2014 03:15,http://vancouverdata.blogspot.com,"Vancouver, Canada",1126,74,65,NULL,NULL,NULL
75,321,19-07-2010 19:25,Oren,06-06-2014 14:38,http://oren.hizkiya.com,"New York, NY",44,4,0,26,NULL,NULL
76,101,19-07-2010 19:26,svrist,20-09-2010 08:21,http://seet.dk,Denmark,3,9,0,32,NULL,NULL
77,260,19-07-2010 19:26,Bossykena,08-11-2012 16:38,NULL,NULL,8,36,0,NULL,NULL,NULL
78,123,19-07-2010 19:26,bshor,02-05-2014 21:12,NULL,NULL,4,4,0,NULL,NULL,NULL
79,212,19-07-2010 19:27,adamo,22-12-2013 09:43,http://blog.postmaster.gr,"Athens, Greece",10,5,0,41,NULL,NULL
80,211,19-07-2010 19:27,Fabian Steeg,20-07-2011 22:43,http://fsteeg.wordpress.com,"Cologne, Germany",16,7,0,34,NULL,NULL
81,1307,19-07-2010 19:27,Tony Breyal,13-09-2014 20:52,http://twitter.com/tonybreyal,"London, United Kingdom",80,86,0,NULL,NULL,NULL
82,685,19-07-2010 19:27,fgregg,29-08-2014 13:34,NULL,NULL,49,68,0,NULL,NULL,NULL
83,804,19-07-2010 19:28,c4il,07-09-2014 14:28,http://c4il.jp,"Tokyo, Japan",64,11,0,NULL,http://i.stack.imgur.com/wSfuj.png,wSfuj.png
84,101,19-07-2010 19:29,Kevin Montrose,11-09-2014 18:42,http://kevinmontrose.com/,"New York City, New York",3,10,0,NULL,NULL,NULL
85,176,19-07-2010 19:31,Simon Nickerson,07-06-2014 12:25,http://nickerson.org.uk/blog,United Kingdom,25,3,0,34,NULL,NULL
87,740,19-07-2010 19:34,Paul,23-08-2014 08:44,http://drpaulbrewer.com,Tennessee,89,58,2,NULL,NULL,NULL
88,14082,19-07-2010 19:35,mbq,13-09-2014 10:26,https://mbq.me,"Warsaw, Poland",3320,4235,126,28,http://i.stack.imgur.com/ILcTf.png,ILcTf.png
89,1281,19-07-2010 19:35,Mark Meckes,02-09-2014 14:29,NULL,NULL,105,61,4,NULL,NULL,NULL
90,561,19-07-2010 19:36,Vivi,18-10-2012 01:27,NULL,Australia,287,27,0,33,NULL,NULL
91,101,19-07-2010 19:39,ekollar,11-09-2014 14:13,NULL,"San Diego, CA",8,0,0,NULL,NULL,NULL
92,31,19-07-2010 19:42,DaRob,06-12-2011 23:10,NULL,"Acton Vale, Canada",5,3,0,36,NULL,NULL
93,96,19-07-2010 19:42,statuser,22-05-2013 15:25,NULL,NULL,3,2,0,35,NULL,NULL
94,111,19-07-2010 19:42,Aleksandar Ivanisevic,11-09-2014 12:09,http://ivanisevic.de,Germany,15,6,0,43,NULL,NULL
96,441,19-07-2010 19:43,Cyrus S,25-02-2013 23:17,http://cyrussamii.com,NULL,80,18,0,NULL,NULL,NULL
98,291,19-07-2010 19:45,Michael Lugo,06-08-2014 14:41,NULL,NULL,24,141,1,NULL,NULL,NULL
99,151,19-07-2010 19:45,Digital Gal,01-08-2014 16:46,NULL,United States,42,3,0,NULL,NULL,NULL
101,502,19-07-2010 19:48,jebyrnes,11-09-2014 14:02,NULL,NULL,49,109,0,NULL,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,NULL
102,101,19-07-2010 19:48,Paperjam,25-01-2014 00:50,NULL,California,5,4,0,30,NULL,NULL
103,261,19-07-2010 19:52,rcs,13-09-2014 15:51,http://stackoverflow.com/users/172261/rcs,"Vienna, Austria",34,41,1,NULL,NULL,NULL
104,146,19-07-2010 19:52,Farrel,31-07-2014 14:56,NULL,"Pittsburgh, PA",26,23,0,49,NULL,NULL
105,101,19-07-2010 19:53,hokiecsgrad,26-07-2010 12:42,NULL,NULL,0,0,0,NULL,NULL,NULL
107,160,19-07-2010 19:56,Egon Willighagen,06-02-2013 08:16,http://egonw.github.com,NULL,14,20,3,NULL,NULL,NULL
108,305,19-07-2010 20:02,Amanda,01-01-2012 18:44,http://mt.linkedin.com/in/attardamanda,Ireland,171,4,0,32,NULL,NULL
110,443,19-07-2010 20:09,Thomas Owens,30-03-2014 12:43,http://thomasjowens.com/,"Nashua, NH",59,9,1,26,http://i.stack.imgur.com/Cc7mM.jpg,Cc7mM.jpg
111,101,19-07-2010 20:10,Curt Hagenlocher,03-07-2011 23:31,http://blogs.msdn.com/curth/,United States,2,1,0,45,NULL,NULL
112,101,19-07-2010 20:11,Ethan Post,20-07-2010 04:52,NULL,Texas,0,0,0,44,NULL,NULL
113,101,19-07-2010 20:11,nkassis,03-08-2010 18:36,http://www.kassis.ca,"Montreal, Canada",0,0,0,28,NULL,NULL
114,708,19-07-2010 20:14,PaulHurleyuk,18-08-2014 11:05,http://www.paulhurley.co.uk,NE UK,61,44,1,37,NULL,NULL
115,101,19-07-2010 20:16,mindcrime,17-07-2014 15:55,http://www.fogbeam.com,"Chapel Hill, NC",8,0,0,41,NULL,NULL
116,101,19-07-2010 20:16,Wilka,28-02-2014 14:17,http://plus.wilka.co.uk,"Newcastle, United Kingdom",2,9,0,35,NULL,NULL
117,123,19-07-2010 20:17,Andrey Popp,26-09-2011 18:25,http://braintrace.ru,"St. Petersburg, Russia",4,1,0,27,NULL,NULL
118,473,19-07-2010 20:17,Dave Kincaid,27-07-2014 21:20,NULL,"Eau Claire, WI",60,46,0,NULL,NULL,NULL
119,139,19-07-2010 20:20,Vicente Cartas,22-07-2010 20:02,http://kartones.net/blogs/jadengine,"Madrid, Spain",12,0,0,33,NULL,NULL
120,101,19-07-2010 20:21,Nicojo,24-06-2011 01:29,NULL,NULL,3,1,0,NULL,NULL,NULL
121,101,19-07-2010 20:23,David Smith,13-03-2014 19:55,http://blog.revolutionanalytics.com/,NULL,4,3,0,NULL,NULL,NULL
122,101,19-07-2010 20:38,mike the mike,19-07-2010 20:38,http://hireahelper.com,"San Diego, CA",8,0,0,31,NULL,NULL
123,101,19-07-2010 20:41,Jeff Atwood,27-10-2012 18:07,http://www.codinghorror.com/blog/,"El Cerrito, CA",56,21,0,44,NULL,NULL
124,121,19-07-2010 20:47,Duke of Lizards,30-08-2012 17:31,NULL,NULL,8,8,0,NULL,NULL,NULL
125,391,19-07-2010 20:49,d_2,02-09-2010 16:54,NULL,"Burlington, VT",31,0,0,NULL,NULL,NULL
126,101,19-07-2010 20:49,SnippyHolloW,23-04-2014 14:56,http://blogs.wefrag.com/SnippyHolloW/,"Tokyo, Japan",1,0,0,28,NULL,NULL
127,236,19-07-2010 20:52,jilles de wit,05-11-2012 09:02,http://bismuth.nl,Europe,46,29,1,38,NULL,NULL
128,166,19-07-2010 20:56,ymihere,23-06-2014 10:34,NULL,"Vienna, Austria",19,22,0,36,NULL,NULL
129,101,19-07-2010 21:04,tim_yates,18-03-2014 13:52,http://twitter.com/tim_yates,"Manchester, United Kingdom",8,9,0,NULL,NULL,NULL
130,241,19-07-2010 21:04,KungPaoChicken,07-08-2010 01:30,NULL,NULL,24,2,0,NULL,NULL,NULL
131,216,19-07-2010 21:07,Emil H,11-02-2014 11:45,NULL,Sweden,14,6,0,NULL,NULL,NULL
132,33,19-07-2010 21:12,Mike Richardson,07-11-2011 18:32,http://faculty.washington.edu/mrich,"Seattle, WA",8,2,0,64,NULL,NULL
133,116,19-07-2010 21:17,DrDanielSwan,11-11-2013 11:43,http://danielswan.net,United Kingdom,6,2,1,41,NULL,NULL
134,101,19-07-2010 21:20,Matt Hampel,04-07-2011 00:05,NULL,"Ann Arbor, MI",0,1,1,NULL,NULL,NULL
135,101,19-07-2010 21:22,Dani,19-03-2011 14:00,http://www.netvibes.com/,Illinois,1,2,0,29,NULL,NULL
138,231,19-07-2010 21:29,miku,25-03-2014 16:09,http://github.com/miku,Little Venice,24,20,0,NULL,NULL,NULL
139,758,19-07-2010 21:29,Suresh Venkatasubramanian,09-08-2014 13:57,NULL,NULL,241,41,0,NULL,NULL,NULL
140,1,19-07-2010 21:33,vitorcoliveira,23-12-2013 14:06,http://about.me/vitorcoliveira,Brazil,4,4,0,32,NULL,NULL
141,101,19-07-2010 21:34,grm,12-10-2010 19:19,NULL,NULL,0,0,0,NULL,NULL,NULL
142,185,19-07-2010 21:36,Yahel,28-01-2014 17:20,http://sharedcount.com,"Oakland, CA",19,10,0,27,http://i.stack.imgur.com/wyuMa.jpg,wyuMa.jpg
143,101,19-07-2010 21:41,nbv4,19-07-2010 21:41,NULL,NULL,1,0,0,NULL,NULL,NULL
144,1396,19-07-2010 21:43,Roman Luštrik,13-09-2014 12:59,http://danganothererror.wordpress.com,"Ljubljana, Slovenia",269,477,1,31,http://i.stack.imgur.com/ao2Pm.jpg,ao2Pm.jpg
145,99,19-07-2010 21:51,Tom,14-05-2014 12:32,NULL,NULL,8,4,0,43,NULL,NULL
147,101,19-07-2010 21:55,Bernie Perez,19-07-2010 21:55,http://www.rungeek.com,United States,1,0,0,33,NULL,NULL
148,228,19-07-2010 21:55,AgCl,18-12-2010 04:59,NULL,NULL,11,12,0,NULL,NULL,NULL
151,101,19-07-2010 22:22,Anthony Leverrier,25-01-2011 17:29,http://perso.telecom-paristech.fr/~leverrie/index.html,"Barcelona, Spain",9,0,0,34,NULL,NULL
152,101,19-07-2010 22:25,Meidan Alon,27-07-2014 08:39,NULL,NULL,1,0,0,NULL,NULL,NULL
153,101,19-07-2010 22:33,Martin McNulty,12-02-2012 14:53,http://martinmcnulty.co.uk,United Kingdom,3,0,0,29,NULL,NULL
154,321,19-07-2010 22:38,brotchie,09-08-2010 10:44,NULL,"Brisbane, Australia",23,6,0,30,NULL,NULL
155,101,19-07-2010 22:44,drxzcl,13-04-2013 18:27,http://zerocharactersleft.blogspot.com,NULL,1,2,0,NULL,NULL,NULL
156,101,19-07-2010 22:45,Andrew Bolster,19-07-2010 22:45,http://www.andrewbolster.info/blog,"Belfast, United Kingdom",0,0,0,26,NULL,NULL
158,111,19-07-2010 23:03,Kurtosis,10-10-2013 17:57,NULL,NULL,2,15,0,NULL,NULL,NULL
159,18283,19-07-2010 23:05,Rob Hyndman,14-09-2014 02:53,http://robjhyndman.com,"Melbourne, Australia",3781,1014,59,47,NULL,NULL
160,101,19-07-2010 23:12,Sean,19-07-2010 23:12,http://www.vdango.com/sean/,NULL,2,0,0,NULL,NULL,NULL
161,101,19-07-2010 23:17,Peter K.,09-06-2014 12:24,https://sites.google.com/site/kootsoop/,"CT, USA",1,8,0,49,NULL,NULL
162,101,19-07-2010 23:24,msutherl,16-01-2012 22:44,http://msutherl.net/,"Montreal, Canada",2,1,0,NULL,NULL,NULL
163,276,19-07-2010 23:25,neilfws,11-09-2014 11:26,http://nsaunders.wordpress.com,"Sydney, Australia",12,1,0,43,NULL,NULL
164,101,19-07-2010 23:43,Adrian Petrescu,19-03-2014 17:30,http://apetresc.wordpress.com,"Waterloo, Canada",3,2,0,26,NULL,NULL
165,36,19-07-2010 23:45,chi-square,30-08-2010 01:44,NULL,"Toronto, Canada",2,1,0,NULL,NULL,NULL
166,118,20-07-2010 00:16,Vitor De Mario,15-07-2013 16:07,NULL,Rio de Janeiro,3,7,0,29,NULL,NULL
167,101,20-07-2010 00:19,Snackrifice,30-03-2014 07:12,http://edgarhassler.com,"Tempe, AZ",21,0,0,33,NULL,NULL
168,147,20-07-2010 00:26,mkolar,05-03-2014 03:06,NULL,"Pittsburgh, PA",61,8,1,NULL,NULL,NULL
169,113,20-07-2010 00:27,Isaac Hodes,05-04-2014 18:16,http://www.CopperThoughts.com,New York,19,5,0,24,NULL,NULL
170,208,20-07-2010 00:34,Amro,06-08-2014 03:46,NULL,NULL,52,48,1,29,NULL,NULL
171,171,20-07-2010 00:35,Mike Mazur,01-08-2014 17:35,NULL,"Singapore, Singapore",9,0,0,33,NULL,NULL
172,564,20-07-2010 00:45,MarkSAlen,17-07-2014 00:14,http://twitter.com/siah,"Berkeley, CA",113,15,0,32,NULL,NULL
173,453,20-07-2010 00:50,seancarmody,02-03-2014 05:21,http://www.stubbornmule.net,"Sydney, Australia",39,15,0,NULL,NULL,NULL
174,792,20-07-2010 01:09,walkytalky,25-10-2013 11:14,http://walkytalky.net/,"London, United Kingdom",78,163,4,47,NULL,NULL
175,236,20-07-2010 01:14,Graviton,09-09-2014 07:56,NULL,NULL,46,53,0,33,NULL,NULL
176,101,20-07-2010 01:16,Philippe,05-06-2011 12:09,http://www.google.ca,"Trois-Rivieres, Canada",0,0,0,39,NULL,NULL
177,101,20-07-2010 01:27,tzenes,29-01-2011 01:39,http://@tzenes,"Seattle, WA",0,0,0,29,NULL,NULL
178,11,20-07-2010 01:39,ryfm,18-11-2011 21:11,NULL,NULL,2,8,0,NULL,NULL,NULL
179,1416,20-07-2010 01:47,fmark,11-09-2014 11:00,NULL,NULL,147,352,10,NULL,NULL,NULL
180,101,20-07-2010 02:11,ascarb,07-08-2014 16:38,NULL,NULL,0,0,0,NULL,NULL,NULL
181,101,20-07-2010 02:48,phaedrus,14-12-2013 15:36,NULL,NULL,6,60,0,NULL,NULL,NULL
183,22625,20-07-2010 02:56,Jeromy Anglim,11-09-2014 23:48,http://jeromyanglim.blogspot.com/,"Melbourne, Australia",4069,2496,45,NULL,NULL,NULL
184,101,20-07-2010 03:09,Margaret,07-09-2011 01:06,http://mmaster.deadjournal.com,"Sydney, Australia",3,3,0,27,NULL,NULL
186,101,20-07-2010 03:40,talonx,27-03-2011 12:49,http://code.deepinspace.net,NULL,1,1,0,NULL,NULL,NULL
187,446,20-07-2010 03:47,Andrew Robinson,07-09-2014 23:05,http://www.ms.unimelb.edu.au/~andrewpr,"Melboure, Australia",69,6,0,48,NULL,NULL
188,211,20-07-2010 03:49,Albort,08-08-2014 02:07,http://fjordist.wordpress.com,"Melbourne, Australia",19,2,0,33,NULL,NULL
189,205,20-07-2010 04:27,Shawn,08-08-2010 07:01,http://none,"Melbourne, Australia",17,0,0,33,NULL,NULL
190,1166,20-07-2010 04:40,Peter Smit,21-07-2014 07:59,http://users.ics.tkk.fi/peter/,"Espoo, Finland",146,482,24,27,NULL,NULL
191,313,20-07-2010 04:57,vrish88,09-12-2013 07:39,http://remembr.in,United States,16,8,0,26,NULL,NULL
193,101,20-07-2010 05:22,idursun,20-07-2010 05:22,NULL,"Istanbul, Turkey",0,1,0,34,https://www.gravatar.com/avatar/0d75735ed1574bba97c5f58dfc0aae52?s=128&d=identicon&r=PG,NULL
194,38,20-07-2010 05:30,Stew,19-08-2014 13:27,http://compbiome.com,"Cambridge, United Kingdom",7,4,0,NULL,NULL,NULL
195,101,20-07-2010 05:39,Anon,12-06-2013 17:33,NULL,NULL,7,0,0,NULL,NULL,NULL
196,6140,20-07-2010 05:57,rpierce,13-09-2014 18:37,NULL,NULL,649,497,114,NULL,NULL,NULL
197,138,20-07-2010 05:58,FloE,05-09-2014 10:53,http://tuwien.ac.at,Austria,5,21,1,27,NULL,NULL
198,908,20-07-2010 06:26,Jonas,27-08-2014 07:11,http://www.mathworks.com/matlabcentral/fileexchange/authors/36283,"Basel, Switzerland",42,69,0,NULL,NULL,NULL
199,1815,20-07-2010 06:31,Chris Beeley,07-08-2014 20:30,http://chrisbeeley.net,"Nottingham, United Kingdom",188,149,3,35,NULL,NULL
200,128,20-07-2010 06:56,Ivo Danihelka,07-12-2013 22:30,http://lessoned.blogspot.com/,Czech Republic,24,9,0,33,NULL,NULL
202,101,20-07-2010 07:04,Christian Witts,08-06-2012 12:15,http://www.linkedin.com/in/christianwitts,"Cape Town, South Africa",3,0,0,31,NULL,NULL
203,101,20-07-2010 07:08,Bas Bossink,28-03-2012 11:22,http://basbossink.github.com/,Netherlands,1,1,0,42,NULL,NULL
204,101,20-07-2010 07:15,user204,26-06-2014 21:02,NULL,NULL,0,4,0,NULL,NULL,NULL
206,101,20-07-2010 08:05,dmcer,11-10-2011 00:11,http://www.dmcer.net,"San Francisco, CA",0,2,0,NULL,NULL,NULL
207,101,20-07-2010 08:09,Rob Burke,27-07-2010 00:15,http://rob.ie/,"Dublin, Ireland",4,0,0,27,NULL,NULL
210,337,20-07-2010 08:27,Ian Turner,10-12-2013 14:21,http://blue-feet.com,United Kingdom,47,32,1,38,NULL,NULL
211,586,20-07-2010 08:36,user211,20-07-2010 12:43,NULL,NULL,11,0,0,NULL,NULL,NULL
212,101,20-07-2010 08:42,dpavlin,22-07-2010 20:30,http://blog.rot13.org,"Zagreb, Croatia",1,11,1,40,NULL,NULL
213,63,20-07-2010 08:46,Jonathan James,18-08-2010 05:35,NULL,NULL,9,1,0,NULL,NULL,NULL
214,266,20-07-2010 09:18,Matti Pastell,12-09-2014 18:15,http://mpastell.com,Finland,31,29,0,33,NULL,NULL
215,2496,20-07-2010 09:21,Graham Cookson,10-09-2010 15:05,http://grahamcookson.com,"London, United Kingdom",384,5,0,35,NULL,NULL
216,31,20-07-2010 09:22,kpb,20-07-2010 11:51,NULL,NULL,4,0,0,NULL,NULL,NULL
217,522,20-07-2010 09:31,Łukasz Lew,02-07-2014 08:34,NULL,"Warsaw, Poland",111,16,1,32,NULL,NULL
218,121,20-07-2010 09:43,Vaibhav Garg,10-09-2014 08:58,http://crypticvaibhav.wordpress.com,India,9,12,0,32,NULL,NULL
219,184,20-07-2010 10:17,SilentGhost,03-02-2011 12:25,NULL,NULL,119,2,0,NULL,NULL,NULL
220,248,20-07-2010 11:00,Vebjorn Ljosa,11-07-2014 20:28,http://www.ljosa.com/~ljosa/,Massachusetts,34,11,0,NULL,http://i.stack.imgur.com/BF0y7.jpg,BF0y7.jpg
221,615,20-07-2010 11:19,Manuel Ramón,03-09-2014 13:54,NULL,Spain,77,95,0,NULL,NULL,NULL
222,101,20-07-2010 12:31,IanR,11-09-2014 08:28,http://ianreah.com/,"Newcastle Upon Tyne, United Kingdom",3,3,0,44,NULL,NULL
223,4022,20-07-2010 12:52,robin girard,11-09-2014 22:19,http://www.mines-paristech.fr/Services/Annuaire/&?id=8828,France,1471,345,19,34,NULL,NULL
225,101,20-07-2010 13:09,Mark Longair,18-08-2014 05:55,http://longair.net/mark/,"Cambridge, United Kingdom",6,0,0,38,NULL,NULL
226,1293,20-07-2010 13:24,babelproofreader,07-09-2014 15:11,NULL,NULL,266,55,0,NULL,NULL,NULL
227,226,20-07-2010 13:40,Steve Lianoglou,27-08-2014 05:06,NULL,United States,4,71,0,NULL,NULL,NULL
228,121,20-07-2010 13:42,Stephen Henderson,20-06-2014 20:40,http://scholar.google.com/citations?user=L5t2HBYAAAAJ&hl=en,"UCL, United Kingdom",4,9,0,NULL,http://i.stack.imgur.com/wmOYS.jpg?s=128&g=1,NULL
229,629,20-07-2010 14:01,James,12-09-2014 14:06,NULL,NULL,64,65,0,NULL,NULL,NULL
230,1233,20-07-2010 14:01,vonjd,12-09-2014 21:00,https://plus.google.com/108351331401552240682/posts,Germany,106,170,2,44,NULL,NULL
232,101,20-07-2010 14:15,m3rLinEz,03-08-2013 07:46,http://lifeonvm.nkuln.com,Thailand,0,4,0,28,NULL,NULL
233,101,20-07-2010 14:40,Michael Dunn,03-07-2014 10:09,http://stackoverflow.com/,"Nijmegen, The Netherlands",3,4,0,NULL,NULL,NULL
235,101,20-07-2010 14:49,David Fullerton,24-07-2014 17:00,http://careers.stackoverflow.com/dfullerton,"New York, NY",5,0,0,29,NULL,NULL
236,221,20-07-2010 14:55,ilya,20-08-2014 14:25,NULL,"Atlanta, GA",9,8,0,NULL,NULL,NULL
239,101,20-07-2010 15:42,Joel Spolsky,14-05-2014 01:50,http://www.joelonsoftware.com/,"New York, NY",66,3,0,NULL,NULL,NULL
